segment_id,technicality
24883480,1
18149971,1
28782774,1
23259900,1
29450524,1
3950647,1
7130177,1
3896309,1
18689221,1
19812247,1
23197027,1
18578062,1
27184612,1
21584314,1
27362611,1
6405400,1
4591679,1
18456184,1
8151165,1
7434847,1
38437363,1
27012167,1
28634014,1
34058937,1
20856422,1
16552051,1
16726456,1
20300877,1
25932463,1
24453224,1
10512374,1
12928708,1
23280533,1
27077421,1
22755736,1
20270198,1
28613576,1
21235587,1
3068161,1
17904338,1
27962182,1
12016028,1
22462159,1
24959481,1
27196711,1
21246542,1
16341868,1
21584299,1
17600849,1
39788207,1
21060132,1
12090736,1
26554613,1
10010808,1
26704749,1
37953226,1
19251548,1
4238878,1
6131159,1
18113971,1
38893895,1
24404996,1
34424313,1
18359860,1
28751450,1
12860089,1
22858123,1
26486500,1
22639380,1
27879828,1
9078463,1
14164287,1
34632831,1
28634019,1
4565540,1
2611956,1
5914303,1
9078410,1
16487439,1
4054629,1
4919340,1
4919134,1
2683291,1
4919344,1
14062595,1
23832932,1
26643845,1
29879234,1
4590046,1
2629059,1
26796711,1
26615444,1
16282184,1
8664054,1
17802470,1
16720088,1
3936995,1
16876091,1
22462939,1
5847238,1
10188623,1
23950467,1
26788367,1
6263662,1
22787747,1
13438819,1
3858159,1
22344971,1
22597540,1
20196289,1
21907207,1
17898400,1
22855238,1
30447255,1
14899201,1
24848377,1
17166939,1
13862750,1
26899750,1
3774007,1
18524985,1
5485485,1
23345735,1
3822906,1
21984770,1
37802355,1
25311365,1
27450350,1
16415612,1
17439405,1
24401143,1
40522578,1
21977568,1
26053107,1
3823161,1
20346309,1
9083576,1
26930571,1
26052949,1
21367416,1
21126751,1
10779536,1
12259839,1
13957893,1
16305969,1
13715126,1
22661078,1
3677607,1
12291153,1
23049272,1
29138451,1
17383135,1
27263288,1
19068705,1
40587628,1
16570371,1
12015964,1
22643488,1
26098441,1
3933459,1
6215467,1
28078778,1
38456366,1
23026489,1
33176765,1
10392515,1
35039097,1
22495117,1
34803338,1
27586899,1
1605623,1
17829237,1
1454003,1
17454718,1
23676224,1
26796174,1
11414494,1
22941511,1
31113591,1
4904967,1
19397240,1
2213601,1
19904003,1
27183677,1
23260162,1
29327569,1
3611886,1
24210668,1
16369516,1
16794025,1
17696045,1
22796823,1
30894749,1
25714566,1
5853918,1
26467595,1
18424137,1
22990358,1
27173670,1
23649215,1
26876546,1
27234423,1
21735432,1
38168616,1
999524,1
6442647,1
38176015,1
27782129,1
27921320,1
20791099,1
30490837,1
34548541,1
6660568,1
24959530,1
4211466,1
17466202,1
16141737,1
14146691,1
17517646,1
32693912,1
23101703,1
10004724,1
27025164,1
16861258,1
6237704,1
36240308,1
12019243,1
27333350,1
16971342,1
17139052,1
13808425,1
11824171,1
2611967,1
18266074,1
18533340,1
23536586,1
20426654,1
16726429,1
4084983,1
7001496,1
5973324,1
22390330,1
30415591,1
26051182,1
5783867,1
26579186,1
26611814,1
17904429,1
35976283,1
20200805,1
6290326,1
22916521,1
27434326,1
29137229,1
19404990,1
23321382,1
28341124,1
10558568,1
23479282,1
28266141,1
3848595,1
39571806,1
17820688,1
23349659,1
20385909,1
24616798,1
24329234,1
19954834,1
12324840,1
26881887,1
19751717,1
40238807,1
19924998,1
22528864,1
19455779,1
25739886,1
22744176,1
18835998,1
26953984,1
23364395,1
3848585,1
2279251,1
32188355,1
25486031,1
3899406,1
18031783,1
14490620,1
25032020,1
4591554,1
5847119,1
6808615,1
25143094,1
30453935,1
6307489,1
14399362,1
27347221,1
21059060,1
21899973,1
17869157,1
29178107,1
28435616,1
26796224,1
26738331,1
4905018,1
20211643,1
19482647,1
22466616,1
38031201,1
17904297,1
18850648,1
14484376,1
27869313,1
22903469,1
35688633,1
17896680,1
17526333,1
18036527,1
8619783,1
25761539,1
33451620,1
26768557,1
27127534,1
5847223,1
38596412,1
11851219,1
7130069,1
13429929,1
32317345,1
21634282,1
20953900,1
6877856,1
22315373,1
17803523,1
18739062,1
21254336,1
13945085,1
14971938,1
3638753,1
22144657,1
26209084,1
27678469,1
30894726,1
28772916,1
16919099,1
37394740,1
22750432,1
18483219,1
38271627,1
22882593,1
25369691,1
4425077,1
12005514,1
23026462,1
38584583,1
29321781,1
12035407,1
3406292,1
23191157,1
24614951,1
24846934,1
23975292,1
16684460,1
4426309,1
19855308,1
27484908,1
3924355,1
23274688,1
30176974,1
26611702,1
23514520,1
6035411,1
4085007,1
21029997,1
11414645,1
33583060,1
10187299,1
24342895,1
27179013,1
16929192,1
29532086,1
5275669,1
21584125,1
4426341,1
37591813,1
4211462,1
8506922,1
15161715,1
7293370,1
20240898,1
26682104,1
14926584,1
37770828,1
34716398,1
16582185,1
25761753,1
12477514,1
16929218,1
6035409,1
39017726,1
17185445,1
18771661,1
2683286,1
15397220,1
10972541,1
16202923,1
1614309,1
19060674,1
15328026,1
18900279,1
15988438,1
11721892,1
10178207,1
27163230,1
34138365,1
5184084,1
40209053,1
3896282,1
25381639,1
14791315,1
4063489,1
32766737,1
17087706,1
14904081,1
37771970,1
5275596,1
16292954,1
16811280,1
23246481,1
24558776,1
33739259,1
8107201,1
28399193,1
19303304,1
17238108,1
8037800,1
39400614,1
23196926,1
31003894,1
18838355,1
4904919,1
22304070,1
23592813,1
20393071,1
22698956,1
22169285,1
3530400,1
13850260,1
21601064,1
22656934,1
2279252,1
27890269,1
5188103,1
20300799,1
27319652,1
23736830,1
33608739,1
2192136,1
13663184,1
2279296,1
17316590,1
9078434,1
22708090,1
3978712,1
25477344,1
12740035,1
19374075,1
20575986,1
17680439,1
3858169,1
19844268,1
9078449,1
5501833,1
37391646,1
14781804,1
20269944,1
26580473,1
39378154,1
17530315,1
20114271,1
32608148,1
16617005,1
16972908,1
27975053,1
21526071,1
22847565,1
4591601,1
15247033,1
19757771,1
19013178,1
29641969,1
30624432,1
13687885,1
18988733,1
15122400,1
21795226,1
39018231,1
24417179,1
19137610,1
4365267,1
16640634,1
17288720,1
30894661,1
30430969,1
33649074,1
25535926,1
5995751,1
20900350,1
18242080,1
25082194,1
13717511,1
27280086,1
15437615,1
24483388,1
26108788,1
16912853,1
15636702,1
26670639,1
13993669,1
28341100,1
24990107,1
21590884,1
26790127,1
37476535,1
14216212,1
26427451,1
19251569,1
6152263,1
10159795,1
16811252,1
5564250,1
32507740,1
19700250,1
20469954,1
4591619,1
34803331,1
19165307,1
19842568,1
17101648,1
9617370,1
14308749,1
21565898,1
28854806,1
26730232,1
17592752,1
22942840,1
17048942,1
27579324,1
40477825,1
38813840,1
16912883,1
21584352,1
15742631,1
20016197,1
12477497,1
22744125,1
25431128,1
33993243,1
16450409,1
27665959,1
23271080,1
35597373,1
23380138,1
32338137,1
14446097,1
23270814,1
26720101,1
26491857,1
26796802,1
19620024,1
32327689,1
22924473,1
33532550,1
39400598,1
26244555,1
3818736,1
30894683,1
22993971,1
22315375,1
17657080,1
4566607,1
33124496,1
23554961,1
29861872,1
13697351,1
29399743,1
24680991,1
27424735,1
26653305,1
24376750,1
18850640,1
33796361,1
12287918,1
33385767,1
23484697,1
14399000,1
5188064,1
24770433,1
7819799,1
18266048,1
30894605,1
26951097,1
5854158,1
23940656,1
16262953,1
19918471,1
13688240,1
22832945,1
17663240,1
4204388,1
24670545,1
24275567,1
38720353,1
18117281,1
22151174,1
34659519,1
21789695,1
14733462,1
19911208,1
4591583,1
14240029,1
28732204,1
27644452,1
14853799,1
17011857,1
34525947,1
7434875,1
27797318,1
5193430,1
10479761,1
6004457,1
21898469,1
22007371,1
23610027,1
23609948,1
9164675,1
3447221,1
21511303,1
18946410,1
11202685,1
13869460,1
3611996,1
17444339,1
23380190,1
15438760,1
17926381,1
22987577,1
5860530,1
7096722,1
27709848,1
34991120,1
31375991,1
16249630,1
17517725,1
35773846,1
21860349,1
23191166,1
21060244,1
31214553,1
12389853,1
6019170,1
21074824,1
2611970,1
22787816,1
5293340,1
24505224,1
14500544,1
33765069,1
3933441,1
33756903,1
18259560,1
34166449,1
2835463,1
16769374,1
7222321,1
23504073,1
39534198,1
34012754,1
20201996,1
15618288,1
28066703,1
10447484,1
20002620,1
28854784,1
17585073,1
13850157,1
17191041,1
21511293,1
18113909,1
23026481,1
31907957,1
4002331,1
21978239,1
18475184,1
28634033,1
18998044,1
8523395,1
20567431,1
29880963,1
21178034,1
31433708,1
28873827,1
25984968,1
16811263,1
16912843,1
12993827,1
21898503,1
33255809,1
3119459,1
19410087,1
22872332,1
12090592,1
23212438,1
4984038,1
26832447,1
37939512,1
19314912,1
29399988,1
17100714,1
25243141,1
36141234,1
20953909,1
20900361,1
31214797,1
23292464,1
12090702,1
23609978,1
16869055,1
34056214,1
12445352,1
8215589,1
26888620,1
16685411,1
16262941,1
25914884,1
15195369,1
6534766,1
5184125,1
25057376,1
6044490,1
17134351,1
17996158,1
36516322,1
29412802,1
12688931,1
29380251,1
40572679,1
24959487,1
28138082,1
26503594,1
999527,1
19731586,1
3808049,1
5860622,1
26580491,1
10153702,1
21842936,1
13531564,1
16171868,1
5001773,1
19490984,1
25935494,1
26424169,1
3899689,1
16341841,1
21895534,1
16737230,1
18004216,1
20549479,1
32731998,1
23207066,1
17688958,1
26888122,1
20300134,1
38875467,1
15124807,1
8323432,1
19757780,1
21984753,1
20467002,1
21711397,1
16811266,1
23259096,1
35758103,1
20385955,1
6731172,1
18964434,1
3978668,1
13608081,1
23728502,1
38754962,1
3602475,1
22968925,1
18037017,1
22474895,1
22716787,1
18834876,1
26974858,1
13202008,1
30538095,1
28565536,1
17306561,1
20225568,1
16653043,1
21197181,1
12287831,1
39445174,1
23360982,1
16576319,1
22643444,1
18982328,1
19424818,1
14022395,1
19060828,1
25021077,1
17848722,1
26244737,1
12090613,1
28725206,1
30497939,1
16929200,1
27066632,1
3458517,1
12877937,1
19078915,1
24244600,1
22688640,1
33673685,1
2629056,1
27085117,1
21864306,1
4610230,1
2629047,1
21914853,1
25992652,1
40177247,1
26612179,1
25761610,1
24810897,1
2629055,1
15517808,1
16401192,1
26244588,1
27962111,1
2611966,1
33560365,1
22007345,1
26274182,1
23832664,1
15988425,1
26460737,1
24900679,1
29256972,1
3896297,1
36156133,1
19358372,1
17357310,1
26491841,1
30659650,1
17446475,1
25141425,1
27586910,1
28489370,1
5188083,1
26850152,1
13181308,1
21301616,1
7101288,1
29975349,1
23259830,1
23271374,1
3447222,1
27962150,1
16291360,1
6675446,1
16912930,1
28471117,1
22750472,1
6676344,1
18838451,1
17677572,1
22061128,1
3924307,1
27579344,1
18940022,1
13491873,1
38720462,1
40152335,1
14646146,1
4799671,1
15981367,1
16743902,1
25096835,1
38382524,1
2163670,1
19424805,1
11748450,1
23879120,1
40398162,1
26720106,1
20523693,1
19467128,1
13466645,1
33053358,1
17073484,1
17328549,1
21622865,1
10500361,1
21658066,1
19503652,1
22551738,1
19388671,1
23036125,1
27367138,1
13352933,1
4368692,1
2250180,1
17430648,1
23732924,1
20333424,1
3602476,1
27911269,1
5783868,1
22935428,1
24317311,1
28726487,1
23103299,1
18974880,1
11520213,1
26053487,1
14538101,1
8526209,1
22438166,1
22759116,1
31010558,1
5193449,1
7077422,1
19158567,1
27128653,1
22727831,1
22875419,1
23554206,1
15981338,1
11976560,1
28961473,1
26252974,1
21060220,1
6842020,1
23582367,1
27568775,1
3858184,1
22012748,1
34269505,1
4381976,1
26974782,1
38094071,1
19740755,1
22450433,1
8107242,1
16731692,1
13091557,1
34803373,1
31148661,1
24484033,1
4211464,1
20279519,1
2611961,1
28796191,1
9013601,1
12928902,1
29757266,1
5942372,1
17761684,1
10837899,1
20313331,1
5321284,1
14752021,1
11704102,1
12964048,1
19404993,1
